source,entity_type,bank_id,record_id,name,blood_group,component,category,contact,email,address,city,state,pincode,age,quantity,units_available,event_time,updated_at,notes
RedCross,blood_bank,22,22,Ludhiana District Blood Transfusion Centre,,,Hospital,+917427849588,ludhianadi36@rediffmail.com,"991, Ludhiana Enclave, MG Road, Ludhiana, Punjab - 141004",Ludhiana,Punjab,141004,,,,2016-12-18 21:53:34,2020-09-04 00:07:56,
RedCross,blood_bank,23,23,"Sri Sai Baba Charitable Blood Bank, Dehradun",,,Hospital,+919371178705,srisaibaba56@rediffmail.com,"395, Dehradun Vihar, Hospital Road, Dehradun, Uttarakhand - 248003",Dehradun,Uttarakhand,248003,,,,2025-06-12 00:33:59,2026-03-14 21:46:47,
RedCross,blood_bank,24,24,New Delhi Voluntary Blood Donation Centre,,,Hospital,+918669108025,newdelhivo85@rediffmail.com,"738, New Delhi Block, MG Road, New Delhi, Delhi - 110007",New Delhi,Delhi,110007,,,,2022-06-24 13:20:25,2024-02-19 17:08:12,
RedCross,blood_bank,25,25,"Government General Hospital Blood Bank, Bengaluru",,,NGO,+918436019893,government1@outlook.com,"294, Bengaluru Sector, Hospital Road, Bengaluru, Karnataka - 560013",Bengaluru,Karnataka,560013,,,,2019-08-10 20:20:29,2024-07-23 14:43:13,
RedCross,blood_bank,26,26,"Government General Hospital Blood Bank, Surat",,,Hospital,+918553462378,government43@outlook.com,"839, Surat Vihar, Hospital Road, Surat, Gujarat - 395013",Surat,Gujarat,395013,,,,2026-01-17 06:09:01,2026-01-22 07:30:39,
RedCross,blood_bank,27,27,Kochi Red Cross Donation Centre,,,Others,+917771318048,kochiredcr64@hotmail.com,"250, Kochi Nagar, Ring Road, Kochi, Kerala - 682003",Kochi,Kerala,682003,,,,2025-05-14 13:14:11,2026-02-03 14:03:35,
RedCross,blood_bank,28,28,Gaya Red Cross Donation Centre,,,NGO,+919716806128,gayaredcro72@outlook.com,"973, Gaya Block, Bypass Road, Gaya, Bihar - 823001",Gaya,Bihar,823001,,,,2023-04-16 14:57:10,2025-12-13 14:16:48,
RedCross,blood_bank,29,29,Gaya Thalassemia Society Blood Bank,,,NGO,+917294846763,gayathalas10@hotmail.com,"241, Gaya Enclave, MG Road, Gaya, Bihar - 823003",Gaya,Bihar,823003,,,,2015-10-23 04:09:14,2020-02-07 22:09:45,
RedCross,blood_bank,30,30,"National Blood Services, Nashik",,,Others,+919446434187,nationalbl27@gmail.com,"399, Nashik Sector, Main Road, Nashik, Maharashtra - 422007",Nashik,Maharashtra,422007,,,,2009-02-18 11:19:48,2017-11-17 13:34:47,
RedCross,blood_bank,31,31,New Delhi District Blood Transfusion Centre,,,Others,+918467975319,newdelhidi4@hotmail.com,"345, New Delhi Layout, Market Road, New Delhi, Delhi - 110026",New Delhi,Delhi,110026,,,,2012-11-11 19:34:01,2021-09-12 18:36:42,
RedCross,blood_bank,32,32,Lucknow Medical College Blood Bank,,,NGO,+917053992714,lucknowmed49@rediffmail.com,"217, Lucknow Enclave, Bypass Road, Lucknow, Uttar Pradesh - 226016",Lucknow,Uttar Pradesh,226016,,,,2022-07-03 08:48:53,2024-11-12 08:53:05,
RedCross,blood_bank,33,33,Ahmedabad Government Blood Bank,,,Hospital,+916838842599,ahmedabadg97@gmail.com,"973, Ahmedabad Extension, Hospital Road, Ahmedabad, Gujarat - 380024",Ahmedabad,Gujarat,380024,,,,2025-09-28 04:15:08,2026-01-27 21:07:36,
RedCross,blood_bank,34,34,"Sri Tirupati Charitable Blood Bank, Guwahati",,,Hospital,+917650572325,sritirupat96@outlook.com,"797, Guwahati Vihar, Ring Road, Guwahati, Assam - 781009",Guwahati,Assam,781009,,,,2024-03-31 00:59:19,2025-11-10 21:58:24,
RedCross,blood_bank,35,35,Salem District Hospital Blood Bank,,,Hospital,+917109415691,salemdistr88@rediffmail.com,"816, Salem Enclave, Main Road, Salem, Tamil Nadu - 636004",Salem,Tamil Nadu,636004,,,,2016-08-10 21:23:04,2022-04-13 20:21:00,
RedCross,blood_bank,36,36,Kochi Civil Hospital Blood Bank,,,Blood Bank,+919759466878,kochicivil56@yahoo.co.in,"752, Kochi Block, MG Road, Kochi, Kerala - 682017",Kochi,Kerala,682017,,,,2019-06-06 13:52:46,2026-01-26 08:20:54,
RedCross,blood_bank,37,37,Patna District Hospital Blood Bank,,,Others,+917805817775,patnadistr73@hotmail.com,"345, Patna Phase, Main Road, Patna, Bihar - 800015",Patna,Bihar,800015,,,,2018-01-29 15:13:22,2020-12-22 10:17:56,
RedCross,blood_bank,38,38,"Indian Red Cross Society Blood Bank, Kota",,,Blood Bank,+916259154084,indianredc63@hotmail.com,"708, Kota Phase, Bypass Road, Kota, Rajasthan - 324005",Kota,Rajasthan,324005,,,,2010-05-22 02:18:14,2019-06-16 22:15:19,
RedCross,blood_bank,39,39,"Jeevan Blood Bank, Hyderabad",,,NGO,+918456881239,jeevanbloo43@outlook.com,"720, Hyderabad Vihar, Bypass Road, Hyderabad, Telangana - 500012",Hyderabad,Telangana,500012,,,,2017-10-26 07:07:46,2019-12-23 10:07:47,
RedCross,blood_bank,40,40,"Rotary Blood Bank and Research Centre, Vadodara",,,NGO,+919296889215,rotarybloo98@outlook.com,"103, Vadodara Vihar, Hospital Road, Vadodara, Gujarat - 390007",Vadodara,Gujarat,390007,,,,2021-01-18 05:19:00,2025-01-07 17:08:17,
RedCross,blood_bank,41,41,Kanpur People's Blood Bank,,,NGO,+919110152642,kanpurpeop74@gmail.com,"481, Kanpur Phase, Bypass Road, Kanpur, Uttar Pradesh - 208001",Kanpur,Uttar Pradesh,208001,,,,2018-02-19 01:16:55,2023-06-29 03:52:04,
RedCross,blood_bank,42,42,Salem Government Blood Bank,,,Others,+918091462297,salemgover16@yahoo.co.in,"621, Salem Block, Hospital Road, Salem, Tamil Nadu - 636002",Salem,Tamil Nadu,636002,,,,2022-02-07 14:19:55,2025-05-27 13:19:36,
RedCross,blood_bank,43,43,Indore Civil Hospital Blood Bank,,,Blood Bank,+917284161612,indorecivi21@gmail.com,"178, Indore Layout, Cross Road, Indore, Madhya Pradesh - 452012",Indore,Madhya Pradesh,452012,,,,2025-02-22 14:44:38,2025-10-20 09:02:14,
RedCross,blood_bank,44,44,Kolkata Red Cross Donation Centre,,,Blood Bank,+917992041933,kolkatared81@rediffmail.com,"436, Kolkata Block, Cross Road, Kolkata, West Bengal - 700010",Kolkata,West Bengal,700010,,,,2024-04-06 04:58:17,2024-08-29 02:03:10,
RedCross,blood_bank,45,45,Ludhiana Red Cross Donation Centre,,,Others,+918751333320,ludhianare35@hotmail.com,"449, Ludhiana Nagar, Cross Road, Ludhiana, Punjab - 141006",Ludhiana,Punjab,141006,,,,2018-03-25 19:16:01,2019-04-03 07:43:53,
RedCross,blood_bank,46,46,"Indian Red Cross Society Blood Bank, Kochi",,,Blood Bank,+918618740490,indianredc98@gmail.com,"482, Kochi Vihar, Bypass Road, Kochi, Kerala - 682020",Kochi,Kerala,682020,,,,2025-07-25 13:40:52,2026-04-02 02:30:22,
RedCross,blood_bank,47,47,Bengaluru Civil Hospital Blood Bank,,,Others,+918442000551,bengaluruc37@hotmail.com,"834, Bengaluru Phase, Main Road, Bengaluru, Karnataka - 560011",Bengaluru,Karnataka,560011,,,,2023-10-07 08:20:07,2025-12-06 12:55:32,
RedCross,blood_bank,48,48,Gurugram Red Cross Donation Centre,,,Others,+917556670062,gurugramre80@rediffmail.com,"641, Gurugram Nagar, Bypass Road, Gurugram, Haryana - 122001",Gurugram,Haryana,122001,,,,2020-12-29 17:08:59,2022-08-10 14:56:44,
RedCross,blood_bank,49,49,Ahmedabad District Blood Transfusion Centre,,,Others,+918591458887,ahmedabadd71@gmail.com,"96, Ahmedabad Colony, Hospital Road, Ahmedabad, Gujarat - 380001",Ahmedabad,Gujarat,380001,,,,2012-08-20 20:53:09,2023-10-24 22:18:32,
RedCross,blood_bank,50,50,"Jeevan Blood Bank, New Delhi",,,Blood Bank,+919591916368,jeevanbloo50@yahoo.co.in,"944, New Delhi Colony, Ring Road, New Delhi, Delhi - 110014",New Delhi,Delhi,110014,,,,2024-08-30 13:21:59,2026-01-31 08:52:00,
WHO,blood_bank,1,1,"Apollo Blood and Diagnostics, Kochi",,,NGO,+918918844088,apollobloo67@gmail.com,"264, Ring Road",Kochi,Kerala,682004,,,,2016-06-24 03:55:09,2025-03-03 16:11:30,
WHO,blood_bank,2,2,"AIIMS Regional Blood Centre, Nagpur",,,Others,+917383757962,aiimsregio69@outlook.com,"53, Market Road",Nagpur,Maharashtra,440007,,,,2024-05-19 01:11:43,2025-02-09 08:46:23,
WHO,blood_bank,3,3,"Asha Foundation Blood Bank, Mumbai",,,Hospital,+916593046303,ashafounda38@rediffmail.com,"667, Station Road",Mumbai,Maharashtra,400022,,,,2024-02-18 22:39:33,2025-01-27 02:27:32,
WHO,blood_bank,4,4,"Community Blood Bank, Madurai",,,Hospital,+917356979313,communityb16@rediffmail.com,"465, Hospital Road",Madurai,Tamil Nadu,625006,,,,2013-05-11 01:33:53,2024-10-15 04:11:22,
WHO,blood_bank,5,5,Mysuru Private Blood Bank,,,Hospital,+918685850106,mysurupriv68@rediffmail.com,"442, Hospital Road",Mysuru,Karnataka,570007,,,,2025-05-29 09:47:25,2026-02-15 01:10:15,
WHO,blood_bank,6,6,Kolkata Regional Blood Transfusion Centre,,,Others,+919774127223,kolkatareg98@yahoo.co.in,"43, Cross Road",Kolkata,West Bengal,700017,,,,2019-12-25 00:53:15,2025-11-07 03:18:20,
WHO,blood_bank,7,7,"Max Healthcare Blood Centre, Indore",,,Hospital,+917313609890,maxhealthc89@outlook.com,"304, MG Road",Indore,Madhya Pradesh,452012,,,,2016-01-21 02:07:25,2024-06-25 22:16:36,
WHO,blood_bank,8,8,"Fortis Blood Bank, Vijayawada",,,Others,+919720082204,fortisbloo77@gmail.com,"736, MG Road",Vijayawada,Andhra Pradesh,520007,,,,2014-07-09 10:16:23,2015-09-22 01:54:01,
WHO,blood_bank,9,9,Gwalior Regional Blood Transfusion Centre,,,Blood Bank,+918048419856,gwaliorreg43@gmail.com,"284, MG Road",Gwalior,Madhya Pradesh,474009,,,,2020-09-26 09:35:37,2023-07-09 16:14:52,
WHO,blood_bank,10,10,Kota Regional Blood Transfusion Centre,,,Blood Bank,+919122586137,kotaregion5@hotmail.com,"616, Main Road",Kota,Rajasthan,324010,,,,2024-10-10 01:52:43,2025-02-04 07:52:15,
WHO,blood_bank,11,11,"Kalyan Foundation Blood Bank, Faridabad",,,NGO,+916093670711,kalyanfoun14@outlook.com,"524, Hospital Road",Faridabad,Haryana,121008,,,,2020-12-14 06:51:56,2022-11-28 13:58:58,
WHO,blood_bank,12,12,"AIIMS Regional Blood Centre, Warangal",,,Blood Bank,+918362324228,aiimsregio71@hotmail.com,"82, Main Road",Warangal,Telangana,506002,,,,2024-08-31 01:34:34,2025-07-02 00:12:34,
WHO,blood_bank,13,13,Ahmedabad Multi-Speciality Hospital Blood Bank,,,NGO,+919404999960,ahmedabadm26@yahoo.co.in,"313, Market Road",Ahmedabad,Gujarat,380015,,,,2023-09-29 11:51:14,2025-11-25 17:13:28,
WHO,blood_bank,14,14,Ahmedabad Private Blood Bank,,,Blood Bank,+916813194112,ahmedabadp58@rediffmail.com,"938, Bypass Road",Ahmedabad,Gujarat,380006,,,,2012-02-12 04:35:34,2020-06-30 11:44:09,
WHO,blood_bank,15,15,Kota Regional Blood Transfusion Centre,,,NGO,+918866111459,kotaregion9@hotmail.com,"78, Ring Road",Kota,Rajasthan,324009,,,,2023-10-23 17:00:16,2026-03-16 21:32:57,
WHO,blood_bank,16,16,"Narayana Health Blood Bank, Muzaffarpur",,,Others,+916003167960,narayanahe47@rediffmail.com,"826, Bypass Road",Muzaffarpur,Bihar,842005,,,,2025-10-26 15:34:16,2025-11-14 16:59:23,
WHO,blood_bank,17,17,"Prabhat Foundation Blood Bank, Madurai",,,Blood Bank,+917187049514,prabhatfou50@gmail.com,"219, Ring Road",Madurai,Tamil Nadu,625009,,,,2018-12-07 20:55:31,2021-01-01 08:55:16,
WHO,blood_bank,18,18,"Raksha Foundation Blood Bank, Gaya",,,Blood Bank,+919887044309,rakshafoun34@rediffmail.com,"86, MG Road",Gaya,Bihar,823002,,,,2015-01-03 09:43:28,2020-10-23 22:51:46,
WHO,blood_bank,19,19,"Manipal Blood Bank, Guwahati",,,Others,+916371163661,manipalblo90@gmail.com,"633, Station Road",Guwahati,Assam,781009,,,,2015-04-08 06:09:27,2026-02-14 12:08:22,
WHO,blood_bank,20,20,"Max Healthcare Blood Centre, Vijayawada",,,NGO,+919647351266,maxhealthc34@rediffmail.com,"170, MG Road",Vijayawada,Andhra Pradesh,520012,,,,2017-11-03 18:26:15,2021-07-22 15:33:18,
WHO,blood_bank,21,21,Madurai Multi-Speciality Hospital Blood Bank,,,Blood Bank,+918935672312,maduraimul91@gmail.com,"910, Main Road",Madurai,Tamil Nadu,625002,,,,2020-04-25 07:01:13,2025-08-31 04:01:38,
WHO,blood_bank,22,22,Coimbatore District Blood Bank,,,NGO,+916919352285,coimbatore64@rediffmail.com,"650, Ring Road",Coimbatore,Tamil Nadu,641014,,,,2022-06-19 18:30:16,2023-03-25 02:03:27,
WHO,blood_bank,23,23,"Fortis Blood Bank, Hyderabad",,,Hospital,+919251388255,fortisbloo51@hotmail.com,"941, Bypass Road",Hyderabad,Telangana,500014,,,,2012-05-15 13:44:39,2018-12-09 04:03:44,
WHO,blood_bank,24,24,"Narayana Health Blood Bank, Mumbai",,,NGO,+918134258229,narayanahe72@yahoo.co.in,"127, Market Road",Mumbai,Maharashtra,400006,,,,2021-04-26 14:36:35,2024-12-14 09:30:40,
WHO,blood_bank,25,25,"National Blood Transfusion Council, Gaya",,,Hospital,+916246174957,nationalbl89@gmail.com,"983, Main Road",Gaya,Bihar,823001,,,,2020-08-30 12:43:05,2023-08-12 19:55:47,
WHO,blood_bank,26,26,"Fortis Blood Bank, Indore",,,Hospital,+917203980526,fortisbloo16@hotmail.com,"918, Market Road",Indore,Madhya Pradesh,452013,,,,2020-11-21 08:28:59,2025-06-06 14:13:04,
WHO,blood_bank,27,27,"Fortis Blood Bank, Patna",,,Others,+916517078666,fortisbloo19@gmail.com,"138, Hospital Road",Patna,Bihar,800004,,,,2021-11-09 18:30:15,2022-09-21 21:32:48,
WHO,blood_bank,28,28,Salem WHO Blood Centre,,,NGO,+919336339875,salemwhobl24@gmail.com,"518, Hospital Road",Salem,Tamil Nadu,636008,,,,2008-08-02 04:02:53,2017-07-21 21:04:43,
WHO,blood_bank,29,29,"Prabhat Foundation Blood Bank, Chennai",,,Others,+917997650388,prabhatfou27@outlook.com,"751, Bypass Road",Chennai,Tamil Nadu,600020,,,,2017-01-22 23:09:59,2019-03-21 11:24:22,
WHO,blood_bank,30,30,Bhubaneswar WHO Blood Centre,,,NGO,+916606996258,bhubaneswa64@yahoo.co.in,"800, MG Road",Bhubaneswar,Odisha,751006,,,,2025-07-29 00:26:31,2026-01-27 16:22:33,
WHO,blood_bank,31,31,"Apollo Blood and Diagnostics, Guwahati",,,NGO,+917351937024,apollobloo7@outlook.com,"116, Cross Road",Guwahati,Assam,781010,,,,2022-08-18 12:32:57,2025-10-04 00:11:49,
WHO,blood_bank,32,32,Surat Private Blood Bank,,,NGO,+918183195918,suratpriva7@rediffmail.com,"643, Hospital Road",Surat,Gujarat,395003,,,,2018-04-21 04:27:42,2019-09-15 00:17:31,
WHO,blood_bank,33,33,"National Blood Transfusion Council, Prayagraj",,,Others,+918910489912,nationalbl39@outlook.com,"602, Station Road",Prayagraj,Uttar Pradesh,211005,,,,2021-05-02 07:54:15,2021-08-20 12:25:27,
WHO,blood_bank,34,34,Bengaluru Private Blood Bank,,,Blood Bank,+917807941879,bengalurup54@yahoo.co.in,"224, Ring Road",Bengaluru,Karnataka,560009,,,,2019-05-31 11:00:11,2023-05-14 17:03:09,
WHO,blood_bank,35,35,"Fortis Blood Bank, Panaji",,,Blood Bank,+917963817834,fortisbloo43@gmail.com,"487, MG Road",Panaji,Goa,403110,,,,2025-08-25 16:53:51,2025-12-11 13:32:07,
WHO,blood_bank,36,36,"Fortis Blood Bank, Bhopal",,,Others,+919839184049,fortisbloo85@rediffmail.com,"445, Station Road",Bhopal,Madhya Pradesh,462011,,,,2023-04-25 06:23:10,2024-09-14 16:23:30,
WHO,blood_bank,37,37,New Delhi District Blood Bank,,,Hospital,+917172188777,newdelhidi1@hotmail.com,"978, Cross Road",New Delhi,Delhi,110028,,,,2009-02-06 20:40:14,2025-12-26 10:28:15,
WHO,blood_bank,38,38,"Apollo Blood and Diagnostics, Ahmedabad",,,Blood Bank,+916079663874,apollobloo23@outlook.com,"487, Cross Road",Ahmedabad,Gujarat,380008,,,,2015-08-15 23:30:53,2025-05-03 20:46:58,
WHO,blood_bank,39,39,Lucknow Regional Blood Transfusion Centre,,,Hospital,+917774720125,lucknowreg16@hotmail.com,"992, Ring Road",Lucknow,Uttar Pradesh,226002,,,,2024-11-17 07:42:12,2026-02-28 21:56:31,
WHO,blood_bank,40,40,"Community Blood Bank, Chennai",,,Blood Bank,+919789942198,communityb33@outlook.com,"227, Cross Road",Chennai,Tamil Nadu,600003,,,,2016-03-09 02:25:27,2019-01-26 21:16:46,
WHO,blood_bank,41,41,Kolkata Regional Blood Transfusion Centre,,,Others,+918200651623,kolkatareg62@gmail.com,"532, Hospital Road",Kolkata,West Bengal,700012,,,,2024-02-20 11:58:30,2025-02-18 05:51:21,
WHO,blood_bank,42,42,Ahmedabad Multi-Speciality Hospital Blood Bank,,,Others,+917596248728,ahmedabadm51@outlook.com,"898, Cross Road",Ahmedabad,Gujarat,380023,,,,2025-03-19 20:14:00,2025-03-27 15:51:43,
WHO,blood_bank,43,43,Dehradun District Blood Bank,,,Blood Bank,+918265217779,dehradundi98@rediffmail.com,"556, Ring Road",Dehradun,Uttarakhand,248002,,,,2023-11-26 03:01:34,2025-06-23 13:48:53,
WHO,blood_bank,44,44,"Fortis Blood Bank, Kolkata",,,Others,+917187247839,fortisbloo34@gmail.com,"299, Hospital Road",Kolkata,West Bengal,700005,,,,2019-09-14 18:19:07,2019-10-01 19:31:47,
WHO,blood_bank,45,45,"Max Healthcare Blood Centre, Coimbatore",,,Others,+919704185034,maxhealthc68@outlook.com,"588, Market Road",Coimbatore,Tamil Nadu,641008,,,,2025-07-27 14:57:03,2025-11-08 11:17:44,
WHO,blood_bank,46,46,"Manipal Blood Bank, Pune",,,Others,+917089510283,manipalblo82@hotmail.com,"37, Bypass Road",Pune,Maharashtra,411016,,,,2012-12-01 07:42:02,2022-07-21 13:37:18,
WHO,blood_bank,47,47,"National Blood Transfusion Council, Meerut",,,NGO,+918918472939,nationalbl16@outlook.com,"867, Bypass Road",Meerut,Uttar Pradesh,250003,,,,2019-03-08 09:52:12,2019-07-12 11:38:25,
WHO,blood_bank,48,48,"Narayana Health Blood Bank, Meerut",,,Blood Bank,+916265224349,narayanahe12@rediffmail.com,"523, Market Road",Meerut,Uttar Pradesh,250001,,,,2024-08-15 21:48:01,2024-09-03 17:06:36,
WHO,blood_bank,49,49,Visakhapatnam District Blood Bank,,,Hospital,+917155852575,visakhapat82@outlook.com,"12, Market Road",Visakhapatnam,Andhra Pradesh,530003,,,,2021-11-13 12:19:10,2023-05-27 10:49:56,
WHO,blood_bank,50,50,Vadodara District Blood Bank,,,Blood Bank,+919109503436,vadodaradi38@yahoo.co.in,"680, Ring Road",Vadodara,Gujarat,390017,,,,2023-11-27 03:25:28,2024-07-26 07:25:49,
